shipment_id,order_id,carrier,tracking_number,current_status,status_details,last_updated
SHIP9825,ORD8355,UPS,5871049136884,Delayed,Weather event in transit region,2025-01-25 20:11:10.187848
SHIP9826,ORD8356,FedEx,8219738871512,Delivered,Delivered to front porch.,2025-01-14 19:05:02.667171
SHIP9827,ORD8357,FedEx,9213819345724,Delivered,Delivered to front porch.,2025-01-20 20:28:43.893217
SHIP9828,ORD8358,FedEx,6588347427666,Delayed,Weather event in transit region,2025-01-29 16:10:06.876719
SHIP9829,ORD8359,UPS,1731202734132,Delivered,Delivered to front porch.,2025-01-15 15:50:47.821530
SHIP9830,ORD8360,FedEx,7111223069378,Delivered,Delivered to front porch.,2025-01-17 07:40:02.491621
SHIP9831,ORD8361,UPS,7642160368724,Delayed,Vehicle breakdown,2025-01-17 08:24:33.673064
SHIP9832,ORD8362,DHL,0829187262700,Delivered,Delivered to front porch.,2025-01-14 23:43:40.601647
SHIP9833,ORD8363,USPS,2295124313879,Delayed,Weather event in transit region,2025-01-22 06:59:26.053768
SHIP9834,ORD8364,DHL,8134897838568,Delivered,Delivered to front porch.,2025-01-21 12:43:16.108642
SHIP9835,ORD8365,UPS,5473926498711,Delivered,Delivered to front porch.,2025-01-14 21:53:00.035227
SHIP9836,ORD8366,FedEx,9679692511180,Delayed,Weather event in transit region,2025-01-20 20:17:38.295682
SHIP9837,ORD8369,UPS,6056359497682,Delivered,Delivered to front porch.,2025-01-16 05:05:35.607631
SHIP9838,ORD8370,UPS,1456085661091,Delivered,Delivered to front porch.,2025-01-17 07:46:03.825409
SHIP9839,ORD8371,DHL,6842164195673,Lost,Package missing after last scan. Investigation opened.,2025-01-14 09:39:28.011301
SHIP9840,ORD8373,FedEx,1606756647200,Delayed,Vehicle breakdown,2025-01-27 16:23:38.706537
SHIP9841,ORD8374,DHL,1268397577133,Delivered,Delivered to front porch.,2025-01-14 23:14:42.624932
SHIP9842,ORD8375,UPS,1390667100724,Delivered,Delivered to front porch.,2025-01-18 16:01:38.715784
SHIP9843,ORD8377,FedEx,8782085217727,Delivered,Delivered to front porch.,2025-01-19 17:32:29.014298
SHIP9844,ORD8378,DHL,3215989570421,Delivered,Delivered to front porch.,2025-01-20 08:55:39.195327
SHIP9845,ORD8379,FedEx,0303367728137,Delayed,Weather event in transit region,2025-01-28 15:47:09.466089
SHIP9846,ORD8380,UPS,2265000685864,Delivered,Delivered to front porch.,2025-01-20 08:37:52.092961
SHIP9847,ORD8381,FedEx,7598872638986,Delivered,Delivered to front porch.,2025-01-20 05:44:07.767183
SHIP9848,ORD8382,FedEx,4584344853172,Delayed,Vehicle breakdown,2025-01-19 02:52:11.984845
SHIP9849,ORD8383,UPS,5669838144826,Delivered,Delivered to front porch.,2025-01-17 04:34:56.531839
SHIP9850,ORD8384,DHL,4780406143339,Delayed,Logistics issue at sorting hub,2025-01-20 03:44:42.191866
SHIP9851,ORD8385,UPS,9821357550175,Delivered,Delivered to front porch.,2025-01-13 21:52:30.534028
SHIP9852,ORD8386,DHL,4971902501727,Delivered,Delivered to front porch.,2025-01-16 08:00:12.097459
SHIP9853,ORD8387,USPS,4662993786369,Delivered,Delivered to front porch.,2025-01-18 13:42:38.551992
SHIP9854,ORD8388,FedEx,9855587535732,Delivered,Delivered to front porch.,2025-01-16 06:45:18.064811
SHIP9855,ORD8389,UPS,6862845819063,Delivered,Delivered to front porch.,2025-01-18 15:16:23.692848
SHIP9856,ORD8390,USPS,4188478638072,Delivered,Delivered to front porch.,2025-01-19 09:32:44.869899
SHIP9857,ORD8392,UPS,0710014729681,Delivered,Delivered to front porch.,2025-01-15 21:03:53.956328
SHIP9858,ORD8393,DHL,6143659407661,Delivered,Delivered to front porch.,2025-01-22 08:40:23.650042
SHIP9859,ORD8394,UPS,4440419295981,Delivered,Delivered to front porch.,2025-01-22 17:10:55.596447
SHIP9860,ORD8395,UPS,8135260353480,Delivered,Delivered to front porch.,2025-01-23 10:58:34.303477
SHIP9861,ORD8396,USPS,9870466006974,Delivered,Delivered to front porch.,2025-01-19 16:47:47.985235
SHIP9862,ORD8397,DHL,0201451392670,Delivered,Delivered to front porch.,2025-01-18 16:03:24.378588
SHIP9863,ORD8398,DHL,9126494018138,Delayed,Vehicle breakdown,2025-01-23 09:16:39.935701
SHIP9864,ORD8399,DHL,4837969375193,Delayed,Logistics issue at sorting hub,2025-01-19 12:24:20.612031
SHIP9865,ORD8400,UPS,4781205251560,Delayed,Weather event in transit region,2025-01-27 23:26:19.452867
SHIP9866,ORD8401,UPS,9182513290763,Delivered,Delivered to front porch.,2025-01-20 04:56:16.832946
SHIP9867,ORD8402,DHL,8202188807422,Delivered,Delivered to front porch.,2025-01-19 11:59:08.390343
SHIP9868,ORD8403,USPS,7247463524398,Delivered,Delivered to front porch.,2025-01-20 07:33:44.323272
SHIP9869,ORD8404,UPS,6581967005344,Delivered,Delivered to front porch.,2025-01-23 18:31:05.377526
SHIP9870,ORD8405,FedEx,6997626519129,Delivered,Delivered to front porch.,2025-01-21 03:59:32.048587
SHIP9871,ORD8407,FedEx,6917415073533,Delivered,Delivered to front porch.,2025-01-20 14:43:16.073383
SHIP9872,ORD8408,DHL,7404556291999,Delivered,Delivered to front porch.,2025-01-15 17:29:15.108156
SHIP9873,ORD8409,USPS,8576709270362,Delivered,Delivered to front porch.,2025-01-19 21:35:18.244810
SHIP9874,ORD8410,DHL,9265754854021,Delivered,Delivered to front porch.,2025-01-22 05:56:27.601484
SHIP9875,ORD8411,FedEx,8414409195410,Delivered,Delivered to front porch.,2025-01-20 19:34:41.701967
SHIP9876,ORD8412,UPS,9829769034436,Delivered,Delivered to front porch.,2025-01-17 12:34:38.256784
SHIP9877,ORD8414,DHL,5179596570084,Delayed,Vehicle breakdown,2025-01-24 17:50:27.508054
SHIP9878,ORD8415,FedEx,7612864652054,Delivered,Delivered to front porch.,2025-01-21 09:12:40.789816
SHIP9879,ORD8416,FedEx,6781109159328,Delivered,Delivered to front porch.,2025-01-18 01:23:55.853648
SHIP9880,ORD8417,FedEx,8203323520411,Delivered,Delivered to front porch.,2025-01-22 17:36:16.468117
SHIP9881,ORD8418,UPS,5215952634486,Delivered,Delivered to front porch.,2025-01-24 17:18:21.899487
SHIP9882,ORD8419,DHL,0423177560014,Delivered,Delivered to front porch.,2025-01-18 20:35:25.525296
SHIP9883,ORD8420,USPS,6648908335134,Delivered,Delivered to front porch.,2025-01-22 04:41:44.630520
SHIP9884,ORD8421,FedEx,2502892036955,Delivered,Delivered to front porch.,2025-01-20 12:46:00.715588
SHIP9885,ORD8422,FedEx,2455855150055,Lost,Package missing after last scan. Investigation opened.,2025-01-16 07:09:49.362793
SHIP9886,ORD8423,USPS,2330790257208,Delivered,Delivered to front porch.,2025-01-21 16:48:55.520464
SHIP9887,ORD8424,USPS,1778453796434,Delivered,Delivered to front porch.,2025-01-18 09:31:36.759840
SHIP9888,ORD8425,USPS,8794031829861,Delivered,Delivered to front porch.,2025-01-19 04:50:30.625722
SHIP9889,ORD8426,UPS,7193270269093,Delayed,Logistics issue at sorting hub,2025-01-28 23:34:02.683963
SHIP9890,ORD8427,FedEx,4762219515411,Delivered,Delivered to front porch.,2025-01-23 17:26:02.343987
SHIP9891,ORD8428,DHL,5080176379471,Delivered,Delivered to front porch.,2025-01-20 00:25:04.578159
SHIP9892,ORD8430,UPS,5346595068151,Delayed,Vehicle breakdown,2025-01-25 01:09:04.731910
SHIP9893,ORD8431,DHL,0236984036036,Delivered,Delivered to front porch.,2025-01-15 07:39:05.897606
SHIP9894,ORD8432,DHL,7686214182225,Delayed,Weather event in transit region,2025-01-30 01:17:20.428384
SHIP9895,ORD8433,USPS,0819653922658,Delivered,Delivered to front porch.,2025-01-23 10:14:21.196365
SHIP9896,ORD8435,DHL,8024680342917,Delivered,Delivered to front porch.,2025-01-22 02:47:40.125575
SHIP9897,ORD8436,UPS,0374785810698,Delayed,Weather event in transit region,2025-01-28 20:36:51.345470
SHIP9898,ORD8437,FedEx,3428313982603,Delivered,Delivered to front porch.,2025-01-22 08:16:47.015681
SHIP9899,ORD8439,USPS,4096432038588,Delivered,Delivered to front porch.,2025-01-24 12:50:28.888071
SHIP9900,ORD8440,UPS,9584231270698,Delayed,Logistics issue at sorting hub,2025-01-27 12:03:57.111434
SHIP9901,ORD8441,FedEx,5588064630654,Lost,Package missing after last scan. Investigation opened.,2025-01-17 16:44:28.218171
SHIP9902,ORD8443,USPS,1863849760462,Delayed,Vehicle breakdown,2025-01-23 19:02:49.118597
SHIP9903,ORD8444,DHL,4973088530386,Delivered,Delivered to front porch.,2025-01-22 08:53:16.986715
SHIP9904,ORD8445,FedEx,1620529837469,Delivered,Delivered to front porch.,2025-01-21 15:25:28.052721
SHIP9905,ORD8446,UPS,0977311179735,Delivered,Delivered to front porch.,2025-01-21 19:32:54.183459
SHIP9906,ORD8447,FedEx,5213252629669,Delayed,Vehicle breakdown,2025-01-29 05:47:13.517740
SHIP9907,ORD8448,UPS,4657709973553,Delivered,Delivered to front porch.,2025-01-20 04:02:30.147161
SHIP9908,ORD8450,USPS,5133218090473,Delivered,Delivered to front porch.,2025-01-20 15:01:46.512714
SHIP9909,ORD8451,USPS,9668208230189,Delivered,Delivered to front porch.,2025-01-22 03:40:29.826573
SHIP9910,ORD8452,DHL,4057027992197,Delivered,Delivered to front porch.,2025-01-17 16:42:49.490314
SHIP9911,ORD8453,FedEx,2961503159245,Delivered,Delivered to front porch.,2025-01-25 09:26:51.412374
SHIP9912,ORD8454,UPS,4392069734870,Delayed,Logistics issue at sorting hub,2025-01-27 02:00:22.390944
SHIP9913,ORD8455,UPS,7251456006846,Delivered,Delivered to front porch.,2025-01-21 04:57:07.108025
SHIP9914,ORD8456,USPS,3209649820056,Delayed,Weather event in transit region,2025-01-26 19:48:16.864196
SHIP9915,ORD8457,DHL,9709319001753,Delivered,Delivered to front porch.,2025-01-18 01:32:34.432034
SHIP9916,ORD8459,FedEx,4157594080102,Delayed,Logistics issue at sorting hub,2025-01-23 23:04:34.150734
SHIP9917,ORD8462,FedEx,6665618074443,Delayed,Vehicle breakdown,2025-01-21 19:27:40.483050
SHIP9918,ORD8463,DHL,0793979616814,Delivered,Delivered to front porch.,2025-01-23 21:13:55.787148
SHIP9919,ORD8465,UPS,8896021185121,Delivered,Delivered to front porch.,2025-01-20 09:00:25.560567
SHIP9920,ORD8466,USPS,0025000134197,Delayed,Vehicle breakdown,2025-01-24 02:21:01.182323
SHIP9921,ORD8467,USPS,8452348299202,Delivered,Delivered to front porch.,2025-01-19 07:24:43.818388
SHIP9922,ORD8468,DHL,5159385198118,Delivered,Delivered to front porch.,2025-01-24 04:43:52.217753
SHIP9923,ORD8469,UPS,5871124253987,Delivered,Delivered to front porch.,2025-01-17 21:46:55.724231
SHIP9924,ORD8470,DHL,1127859333581,Delivered,Delivered to front porch.,2025-01-25 10:16:20.297062
SHIP9925,ORD8471,FedEx,1104003337978,Delayed,Weather event in transit region,2025-01-24 11:01:11.515795
SHIP9926,ORD8472,USPS,8586213859069,Delivered,Delivered to front porch.,2025-01-23 20:22:20.686360
SHIP9927,ORD8473,UPS,5860461841490,Delivered,Delivered to front porch.,2025-01-25 04:14:56.746582
SHIP9928,ORD8474,FedEx,5644484589238,Delivered,Delivered to front porch.,2025-01-18 01:16:26.794985
SHIP9929,ORD8475,USPS,4073980222706,Delivered,Delivered to front porch.,2025-01-21 13:50:04.222337
SHIP9930,ORD8476,UPS,0282408334202,Delivered,Delivered to front porch.,2025-01-19 08:29:01.261970
SHIP9931,ORD8477,FedEx,6295444222291,Delivered,Delivered to front porch.,2025-01-19 19:22:48.209418
SHIP9932,ORD8478,USPS,7115290693290,Delivered,Delivered to front porch.,2025-01-20 16:10:26.611796
SHIP9933,ORD8479,USPS,9939153512379,Delivered,Delivered to front porch.,2025-01-21 08:11:01.215121
SHIP9934,ORD8480,USPS,4162184890160,Delivered,Delivered to front porch.,2025-01-22 18:12:03.568336
SHIP9935,ORD8481,USPS,4918451831912,Delivered,Delivered to front porch.,2025-01-24 01:15:34.642673
SHIP9936,ORD8482,FedEx,9025783963176,Delayed,Weather event in transit region,2025-01-24 01:14:01.455564
SHIP9937,ORD8483,USPS,5213223905969,Delivered,Delivered to front porch.,2025-01-25 11:08:09.337427
SHIP9938,ORD8484,DHL,3434427968624,Delivered,Delivered to front porch.,2025-01-22 21:14:39.565359
SHIP9939,ORD8485,UPS,5542163248752,Delivered,Delivered to front porch.,2025-01-24 21:08:26.097658
SHIP9940,ORD8486,FedEx,2812213385137,Delivered,Delivered to front porch.,2025-01-20 10:21:56.684107
SHIP9941,ORD8487,USPS,2729726648201,Lost,Package missing after last scan. Investigation opened.,2025-01-19 14:45:29.538565
SHIP9942,ORD8488,USPS,0995528504973,Delivered,Delivered to front porch.,2025-01-20 23:07:40.738117
SHIP9943,ORD8489,USPS,1095905898028,Delayed,Weather event in transit region,2025-01-31 09:34:41.299677
SHIP9944,ORD8490,USPS,4789156736372,Delivered,Delivered to front porch.,2025-01-23 16:07:14.334705
SHIP9945,ORD8491,UPS,6711687700599,Delivered,Delivered to front porch.,2025-01-22 11:29:57.040768
SHIP9946,ORD8492,FedEx,2826760112702,Delivered,Delivered to front porch.,2025-01-18 22:23:47.507367
SHIP9947,ORD8493,UPS,6922813794652,Delivered,Delivered to front porch.,2025-01-26 18:42:46.070075
SHIP9948,ORD8494,FedEx,9938090119047,Delivered,Delivered to front porch.,2025-01-20 12:09:52.097679
SHIP9949,ORD8495,UPS,9594183899458,Delivered,Delivered to front porch.,2025-01-20 03:24:21.298034
SHIP9950,ORD8497,UPS,9930709515127,Delivered,Delivered to front porch.,2025-01-21 23:09:23.906435
SHIP9951,ORD8498,UPS,6486539459221,Delivered,Delivered to front porch.,2025-01-22 10:31:53.490347
SHIP9952,ORD8499,USPS,5779497749055,Delivered,Delivered to front porch.,2025-01-20 23:52:04.726829
SHIP9953,ORD8501,UPS,2090979044011,Delivered,Delivered to front porch.,2025-01-24 18:37:54.971151
SHIP9954,ORD8502,FedEx,1359588265981,Delivered,Delivered to front porch.,2025-01-22 08:36:25.596764
SHIP9955,ORD8504,USPS,2684851360490,Delivered,Delivered to front porch.,2025-01-25 19:48:44.220829
SHIP9956,ORD8505,USPS,5426526125976,Delivered,Delivered to front porch.,2025-01-27 19:06:56.539525
SHIP9957,ORD8506,FedEx,1645185227898,Delivered,Delivered to front porch.,2025-01-26 08:47:33.911705
SHIP9958,ORD8507,UPS,9026287501215,Delayed,Vehicle breakdown,2025-01-24 04:11:07.755676
SHIP9959,ORD8508,USPS,2727819284909,Delivered,Delivered to front porch.,2025-01-22 12:10:47.590742
SHIP9960,ORD8509,DHL,8822177741997,Delivered,Delivered to front porch.,2025-01-21 15:17:18.972101
SHIP9961,ORD8510,UPS,2565740159565,Delivered,Delivered to front porch.,2025-01-22 17:45:36.149077
SHIP9962,ORD8511,DHL,5181064104974,Delivered,Delivered to front porch.,2025-01-21 17:53:22.320839
SHIP9963,ORD8512,USPS,7686829597360,Delayed,Vehicle breakdown,2025-01-28 08:21:00.755900
SHIP9964,ORD8513,UPS,2332627160255,Delivered,Delivered to front porch.,2025-01-24 16:14:57.504829
SHIP9965,ORD8514,FedEx,2263684269721,Delivered,Delivered to front porch.,2025-01-23 02:51:11.680839
SHIP9966,ORD8516,USPS,6559704390404,Delayed,Vehicle breakdown,2025-01-22 23:58:58.940694
SHIP9967,ORD8517,DHL,2222985756217,Delivered,Delivered to front porch.,2025-01-23 10:09:37.024657
SHIP9968,ORD8518,DHL,5058615988768,Delayed,Vehicle breakdown,2025-01-26 00:50:38.843437
SHIP9969,ORD8519,DHL,9768322750096,Delivered,Delivered to front porch.,2025-01-24 22:01:42.751801
SHIP9970,ORD8520,DHL,2466519337736,Delivered,Delivered to front porch.,2025-01-27 07:34:59.173736
SHIP9971,ORD8521,USPS,5948420022750,Delivered,Delivered to front porch.,2025-01-24 17:45:31.248835
SHIP9972,ORD8522,FedEx,9846328960746,Delivered,Delivered to front porch.,2025-01-23 17:40:45.609985
SHIP9973,ORD8524,UPS,0134236618415,Delivered,Delivered to front porch.,2025-01-19 04:14:39.936785
SHIP9974,ORD8525,DHL,6745435765547,Delayed,Logistics issue at sorting hub,2025-01-31 02:30:26.137813
SHIP9975,ORD8527,USPS,8003418504612,Delivered,Delivered to front porch.,2025-01-26 05:52:52.659555
SHIP9976,ORD8528,UPS,4838230013974,Delivered,Delivered to front porch.,2025-01-21 23:16:08.416698
SHIP9977,ORD8529,DHL,8441894512958,Delivered,Delivered to front porch.,2025-01-19 21:10:06.641167
SHIP9978,ORD8531,USPS,0139506012856,Delivered,Delivered to front porch.,2025-01-21 18:30:30.865065
SHIP9979,ORD8532,USPS,1490204230317,Delivered,Delivered to front porch.,2025-01-24 21:07:07.315546
SHIP9980,ORD8533,USPS,4618222289781,Delivered,Delivered to front porch.,2025-01-21 06:52:15.347044
SHIP9981,ORD8534,FedEx,7591650955961,Delivered,Delivered to front porch.,2025-01-22 08:29:02.909833
SHIP9982,ORD8535,FedEx,2823441232209,Delivered,Delivered to front porch.,2025-01-22 17:03:49.713748
SHIP9983,ORD8536,USPS,7422089461146,Delayed,Vehicle breakdown,2025-01-27 11:11:12.893627
SHIP9984,ORD8537,FedEx,0165595705935,Delivered,Delivered to front porch.,2025-01-20 14:31:18.067284
SHIP9985,ORD8538,UPS,5108003220557,Delivered,Delivered to front porch.,2025-01-24 06:06:40.349872
SHIP9986,ORD8539,USPS,5256021664973,Delivered,Delivered to front porch.,2025-01-22 10:14:07.121990
SHIP9987,ORD8540,USPS,6074000275960,Delivered,Delivered to front porch.,2025-01-21 18:09:44.847121
SHIP9988,ORD8543,FedEx,7573626612160,Delayed,Logistics issue at sorting hub,2025-01-26 08:45:58.898077
SHIP9989,ORD8545,DHL,8393089153302,Delivered,Delivered to front porch.,2025-01-22 06:22:02.257372
SHIP9990,ORD8546,USPS,3979514115609,Delivered,Delivered to front porch.,2025-01-21 15:07:41.510669
SHIP9991,ORD8547,FedEx,0483811946093,Delivered,Delivered to front porch.,2025-01-24 21:51:49.633642
SHIP9992,ORD8548,DHL,7558525535994,Delivered,Delivered to front porch.,2025-01-19 21:37:18.496177
SHIP9993,ORD8549,FedEx,8404934954248,Delivered,Delivered to front porch.,2025-01-23 13:28:19.098815
SHIP9994,ORD8550,USPS,5869558192606,Delayed,Logistics issue at sorting hub,2025-01-28 21:51:21.901833
SHIP9995,ORD8551,USPS,0315998699687,Delivered,Delivered to front porch.,2025-01-21 08:13:43.839193
SHIP9996,ORD8552,DHL,3615929663709,Delivered,Delivered to front porch.,2025-01-28 05:16:32.553234
SHIP9997,ORD8553,DHL,6084750274823,Delivered,Delivered to front porch.,2025-01-22 09:23:41.669119
SHIP9998,ORD8554,UPS,5572948998596,Delayed,Weather event in transit region,2025-01-29 10:54:51.021889
SHIP9999,ORD8555,UPS,8132454795279,Delivered,Delivered to front porch.,2025-01-24 15:53:18.074662
SHIP10000,ORD8557,USPS,8624175372070,Delivered,Delivered to front porch.,2025-01-26 03:07:16.819567
SHIP10001,ORD8558,FedEx,3616284466066,Delivered,Delivered to front porch.,2025-01-22 08:29:45.044950
SHIP10002,ORD8559,USPS,5969185449026,Delayed,Logistics issue at sorting hub,2025-01-30 20:14:02.153198
SHIP10003,ORD8561,UPS,2847486082759,Delivered,Delivered to front porch.,2025-01-22 06:24:42.108459
SHIP10004,ORD8562,FedEx,5552295481873,Delivered,Delivered to front porch.,2025-01-26 07:58:44.141061
SHIP10005,ORD8564,UPS,7990665052373,Delivered,Delivered to front porch.,2025-01-24 21:12:21.032276
SHIP10006,ORD8565,DHL,7710050292715,Delivered,Delivered to front porch.,2025-01-25 23:58:34.337711
SHIP10007,ORD8566,UPS,5315284769303,Delayed,Vehicle breakdown,2025-01-26 12:43:21.161722
SHIP10008,ORD8567,DHL,9620319706212,Delivered,Delivered to front porch.,2025-01-22 21:18:59.027758
SHIP10009,ORD8569,DHL,6588795278902,Delivered,Delivered to front porch.,2025-01-26 01:06:07.077237
SHIP10010,ORD8571,UPS,1018626062851,Delivered,Delivered to front porch.,2025-01-20 01:09:48.527899
SHIP10011,ORD8572,USPS,5447953654891,Delayed,Weather event in transit region,2025-01-31 02:25:02.325961
SHIP10012,ORD8573,UPS,4773171459989,Delivered,Delivered to front porch.,2025-01-24 02:39:39.764122
SHIP10013,ORD8574,DHL,1960783762603,Delivered,Delivered to front porch.,2025-01-25 16:54:09.365318
SHIP10014,ORD8576,FedEx,1103386451653,Delivered,Delivered to front porch.,2025-01-27 03:58:11.194129
SHIP10015,ORD8577,FedEx,9807782633164,Delivered,Delivered to front porch.,2025-01-29 17:48:24.039666
SHIP10016,ORD8578,UPS,0379092903798,Delivered,Delivered to front porch.,2025-01-24 07:18:19.228751
SHIP10017,ORD8579,DHL,3785413191138,Delivered,Delivered to front porch.,2025-01-25 13:59:03.584858
SHIP10018,ORD8580,FedEx,4257025705267,Delivered,Delivered to front porch.,2025-01-26 23:19:59.274335
SHIP10019,ORD8581,UPS,8373290582986,Delivered,Delivered to front porch.,2025-01-22 03:26:51.967663
SHIP10020,ORD8582,UPS,7339136218762,Delivered,Delivered to front porch.,2025-01-28 01:17:14.005014
SHIP10021,ORD8583,FedEx,0405172727616,Delivered,Delivered to front porch.,2025-01-22 14:18:27.070375
SHIP10022,ORD8584,UPS,8480845329863,Delivered,Delivered to front porch.,2025-01-22 22:02:55.159433
SHIP10023,ORD8585,DHL,0772821708822,Delivered,Delivered to front porch.,2025-01-27 15:00:45.135724
SHIP10024,ORD8587,FedEx,0945052396308,Delivered,Delivered to front porch.,2025-01-25 16:32:22.597539
SHIP10025,ORD8588,DHL,5732396592894,Delivered,Delivered to front porch.,2025-01-24 20:25:59.549303
SHIP10026,ORD8589,UPS,6256006546668,Delivered,Delivered to front porch.,2025-01-22 04:58:59.226954
SHIP10027,ORD8590,DHL,7183547058239,Delivered,Delivered to front porch.,2025-01-24 09:39:18.346877
SHIP10028,ORD8591,UPS,1263234899362,Delivered,Delivered to front porch.,2025-01-25 21:15:59.274041
SHIP10029,ORD8592,FedEx,3516074161693,Delivered,Delivered to front porch.,2025-01-29 03:55:32.198885
SHIP10030,ORD8593,UPS,8625671564952,Delivered,Delivered to front porch.,2025-01-27 12:03:57.182085
SHIP10031,ORD8594,FedEx,7103852942115,Delivered,Delivered to front porch.,2025-01-27 20:30:48.611609
SHIP10032,ORD8595,FedEx,4203650467551,Delivered,Delivered to front porch.,2025-01-26 09:02:17.814885
SHIP10033,ORD8597,UPS,1669104542244,Delayed,Vehicle breakdown,2025-01-31 22:58:35.020866
SHIP10034,ORD8599,DHL,3297811898439,Delivered,Delivered to front porch.,2025-01-27 07:33:01.703573
SHIP10035,ORD8600,FedEx,4294257758142,Delivered,Delivered to front porch.,2025-01-30 07:30:27.941928
SHIP10036,ORD8601,USPS,7596515126357,Delayed,Vehicle breakdown,2025-02-04 18:07:54.982801
SHIP10037,ORD8602,UPS,4938462611259,Delivered,Delivered to front porch.,2025-01-25 15:15:39.496452
SHIP10038,ORD8603,FedEx,1501762998882,Delivered,Delivered to front porch.,2025-01-28 04:15:07.300932
SHIP10039,ORD8604,FedEx,6615415228136,Lost,Package missing after last scan. Investigation opened.,2025-01-22 05:58:37.830562
SHIP10040,ORD8605,UPS,8221658554093,Delivered,Delivered to front porch.,2025-01-25 21:20:13.684218
SHIP10041,ORD8606,FedEx,9326581950468,Delivered,Delivered to front porch.,2025-01-22 10:37:49.909246
SHIP10042,ORD8607,DHL,3704093501518,Delivered,Delivered to front porch.,2025-01-22 09:24:46.653311
SHIP10043,ORD8609,USPS,2982438167150,Delivered,Delivered to front porch.,2025-01-25 21:47:20.817913
SHIP10044,ORD8610,DHL,9922788027905,Delivered,Delivered to front porch.,2025-01-27 01:34:43.938018
SHIP10045,ORD8611,DHL,2328898538916,Delivered,Delivered to front porch.,2025-01-27 16:40:03.078239
SHIP10046,ORD8612,FedEx,8142065536512,Delivered,Delivered to front porch.,2025-01-25 08:23:17.152149
SHIP10047,ORD8613,UPS,2092697942303,Delivered,Delivered to front porch.,2025-01-25 11:03:29.535159
SHIP10048,ORD8614,FedEx,1055315599748,Delivered,Delivered to front porch.,2025-01-28 17:19:57.452134
SHIP10049,ORD8615,UPS,4943815814584,Delayed,Logistics issue at sorting hub,2025-02-03 15:15:16.168845
SHIP10050,ORD8616,USPS,6136745960683,Delivered,Delivered to front porch.,2025-01-25 13:27:31.196649
SHIP10051,ORD8617,USPS,3564562810295,Delivered,Delivered to front porch.,2025-01-22 12:10:09.497102
SHIP10052,ORD8618,USPS,0384418427322,Delivered,Delivered to front porch.,2025-01-25 18:17:33.051456
SHIP10053,ORD8619,DHL,5079245401052,Delayed,Logistics issue at sorting hub,2025-02-03 06:56:19.341030
SHIP10054,ORD8620,FedEx,7783082418781,Lost,Package missing after last scan. Investigation opened.,2025-01-22 00:33:29.517699
SHIP10055,ORD8621,FedEx,4905447692824,Delivered,Delivered to front porch.,2025-01-27 08:17:11.456930
SHIP10056,ORD8622,UPS,2358527475664,Delayed,Weather event in transit region,2025-01-31 09:26:31.967489
SHIP10057,ORD8623,FedEx,0628059941213,Delayed,Vehicle breakdown,2025-02-01 15:06:03.133110
SHIP10058,ORD8626,UPS,1660090871226,Delayed,Logistics issue at sorting hub,2025-02-03 02:17:05.786818
SHIP10059,ORD8628,UPS,4416917877448,Delayed,Weather event in transit region,2025-01-31 09:48:04.497911
SHIP10060,ORD8630,FedEx,4442842923073,Delivered,Delivered to front porch.,2025-01-28 13:05:52.227887
SHIP10061,ORD8632,UPS,5660588800512,Delivered,Delivered to front porch.,2025-01-27 18:42:53.521142
SHIP10062,ORD8633,DHL,4179087706634,Delivered,Delivered to front porch.,2025-01-25 11:55:23.779257
SHIP10063,ORD8634,FedEx,5064714733536,Delivered,Delivered to front porch.,2025-01-27 17:23:58.215582
SHIP10064,ORD8636,UPS,4786649323019,Delivered,Delivered to front porch.,2025-01-24 04:32:25.419640
SHIP10065,ORD8637,UPS,8584931011905,Delivered,Delivered to front porch.,2025-01-23 05:32:30.548937
SHIP10066,ORD8638,USPS,5945598621051,Delivered,Delivered to front porch.,2025-01-24 12:46:15.879941
SHIP10067,ORD8639,FedEx,4561887316784,Delivered,Delivered to front porch.,2025-01-28 16:02:06.802756
SHIP10068,ORD8640,USPS,1933322455939,Delayed,Logistics issue at sorting hub,2025-01-27 06:03:45.231364
SHIP10069,ORD8641,DHL,1459232013583,Delivered,Delivered to front porch.,2025-01-31 10:30:40.847732
SHIP10070,ORD8642,UPS,3805112372185,Delivered,Delivered to front porch.,2025-01-29 09:55:15.375247
SHIP10071,ORD8643,UPS,2532384457142,Lost,Package missing after last scan. Investigation opened.,2025-01-23 00:56:12.664318
SHIP10072,ORD8644,DHL,3717647625998,Delivered,Delivered to front porch.,2025-01-24 16:05:30.839109
SHIP10073,ORD8645,UPS,2841545023059,Delivered,Delivered to front porch.,2025-01-24 01:51:22.434063
SHIP10074,ORD8646,FedEx,1260335230063,Delivered,Delivered to front porch.,2025-01-25 20:05:14.387833
SHIP10075,ORD8647,UPS,7054779503951,Delivered,Delivered to front porch.,2025-01-24 11:19:38.072927
SHIP10076,ORD8648,FedEx,5157408415082,Delivered,Delivered to front porch.,2025-01-28 12:43:32.015677
SHIP10077,ORD8649,FedEx,7458065462562,Delayed,Vehicle breakdown,2025-02-04 22:44:59.911590
SHIP10078,ORD8650,FedEx,3235815666371,Delivered,Delivered to front porch.,2025-01-30 21:09:24.808046
SHIP10079,ORD8651,UPS,7395506006346,Delivered,Delivered to front porch.,2025-01-22 07:58:53.047060
SHIP10080,ORD8652,FedEx,1699181409116,Delivered,Delivered to front porch.,2025-01-27 03:54:58.927964
